level,date,state_fips,state_postal_code,county_fips,county_name,population_staying_at_home,population_not_staying_at_home,number_of_trips,number_of_trips_<1,number_of_trips_1-3,number_of_trips_3-5,number_of_trips_5-10,number_of_trips_10-25,number_of_trips_25-50,number_of_trips_50-100,number_of_trips_100-250,number_of_trips_250-500,number_of_trips_>=500,row_id,week,month
County,2022-08-04,06,CA,06083,Santa Barbara County,101475,345024,1427667,427496,402109,186486,172997,125327,72845,24589,13076,1747,995,06-06083-20220804,31,8
County,2022-08-05,06,CA,06083,Santa Barbara County,102815,343684,1471798,432227,394394,189008,191288,140471,77774,28854,14825,1892,1065,06-06083-20220805,31,8
County,2022-08-06,06,CA,06083,Santa Barbara County,105741,340758,1423646,426118,372361,181153,177981,141347,75169,29995,16565,1845,1112,06-06083-20220806,31,8
County,2022-09-04,06,CA,06083,Santa Barbara County,104957,341542,1440353,422865,388917,188466,181300,134798,75672,30600,15010,1624,1101,06-06083-20220904,36,9
County,2022-09-05,06,CA,06083,Santa Barbara County,107290,339209,1368522,393312,377188,180981,176820,130229,69307,26384,11695,1616,990,06-06083-20220905,36,9
County,2022-09-06,06,CA,06083,Santa Barbara County,104330,342169,1409689,450596,383362,181592,169909,120883,64144,24332,12269,1682,920,06-06083-20220906,36,9
County,2022-09-07,06,CA,06083,Santa Barbara County,102249,344250,1380290,414652,371785,178595,176038,126427,69288,25944,14493,1966,1102,06-06083-20220907,36,9
County,2022-09-08,06,CA,06083,Santa Barbara County,98027,348472,1674490,518172,443104,212426,215150,159551,78849,29611,14673,1879,1075,06-06083-20220908,36,9
County,2022-09-09,06,CA,06083,Santa Barbara County,96727,349772,1689035,516117,440026,222673,216299,162649,80861,31439,15828,1991,1152,06-06083-20220909,36,9
County,2022-09-10,06,CA,06083,Santa Barbara County,94523,351976,1696024,527208,444162,218229,207028,159010,85208,33772,18109,2022,1276,06-06083-20220910,36,9
County,2022-09-11,06,CA,06083,Santa Barbara County,102377,344122,1550684,449656,413182,207049,197506,151444,79846,30845,17868,2014,1274,06-06083-20220911,37,9
County,2022-09-12,06,CA,06083,Santa Barbara County,101659,344840,1630456,500239,430379,219222,206314,148452,76360,30568,15502,2177,1243,06-06083-20220912,37,9
County,2022-09-13,06,CA,06083,Santa Barbara County,101331,345168,1649946,496305,441895,219102,211553,155451,77725,29839,14703,2144,1229,06-06083-20220913,37,9
County,2022-09-14,06,CA,06083,Santa Barbara County,96570,349929,1796547,575297,477432,230459,221207,159595,81620,32550,15203,1946,1238,06-06083-20220914,37,9
County,2022-09-15,06,CA,06083,Santa Barbara County,100484,346015,1655497,505066,429478,223798,209102,157628,81359,30897,14941,2018,1210,06-06083-20220915,37,9
County,2022-09-16,06,CA,06083,Santa Barbara County,100490,346009,1703765,535706,447821,221224,210851,157727,80879,31231,15139,1962,1225,06-06083-20220916,37,9
County,2022-09-17,06,CA,06083,Santa Barbara County,102531,343968,1588131,476866,426119,203796,198700,148532,81254,32119,17396,2148,1201,06-06083-20220917,37,9
County,2022-09-18,06,CA,06083,Santa Barbara County,106337,340162,1400607,418749,385876,178995,168901,130797,70379,27459,16429,1963,1059,06-06083-20220918,38,9
County,2022-09-19,06,CA,06083,Santa Barbara County,104903,341596,1337759,403830,364428,171727,165034,124412,66781,25794,12889,1835,1029,06-06083-20220919,38,9
County,2022-09-20,06,CA,06083,Santa Barbara County,95740,350759,1504802,465799,405147,197771,184260,139603,70993,24876,13456,1837,1060,06-06083-20220920,38,9
County,2022-09-21,06,CA,06083,Santa Barbara County,103184,343315,1412553,434116,381687,176324,174073,130991,70044,27838,14140,2121,1219,06-06083-20220921,38,9
County,2022-09-22,06,CA,06083,Santa Barbara County,98140,348359,1560238,509582,422432,189587,182972,139132,72744,26043,14547,2060,1139,06-06083-20220922,38,9
County,2022-09-23,06,CA,06083,Santa Barbara County,103881,342618,1408373,423807,375446,189712,175596,131460,68804,26179,14296,2000,1073,06-06083-20220923,38,9
County,2022-09-24,06,CA,06083,Santa Barbara County,107781,338718,1295995,379531,345966,170799,160962,125606,68567,27020,14554,2014,976,06-06083-20220924,38,9
County,2022-08-28,06,CA,06083,Santa Barbara County,105963,340536,1407166,408091,384163,191060,174686,129335,71318,30678,15153,1631,1051,06-06083-20220828,35,8
County,2022-08-29,06,CA,06083,Santa Barbara County,98864,347635,1620705,515113,433063,205773,201262,144092,75998,29250,13378,1703,1073,06-06083-20220829,35,8
County,2022-08-30,06,CA,06083,Santa Barbara County,101565,344934,1487250,437795,400185,196499,193449,138738,74906,29312,13507,1858,1001,06-06083-20220830,35,8
County,2022-08-31,06,CA,06083,Santa Barbara County,99216,347283,1546698,464337,413261,203596,202287,141980,76561,29094,12931,1687,964,06-06083-20220831,35,8
County,2022-09-01,06,CA,06083,Santa Barbara County,100135,346364,1567097,478784,420254,202917,198575,143038,77398,30338,12994,1711,1088,06-06083-20220901,35,9
County,2022-09-02,06,CA,06083,Santa Barbara County,97319,349180,1557944,485281,417228,197063,198226,138567,74037,30661,13983,1774,1124,06-06083-20220902,35,9
County,2022-09-03,06,CA,06083,Santa Barbara County,101185,345314,1434120,419116,386038,186939,179944,133975,77112,31281,16649,1905,1161,06-06083-20220903,35,9
County,2022-09-25,06,CA,06083,Santa Barbara County,105878,340621,1372424,412786,373080,171518,167278,132786,68279,28174,15552,1947,1024,06-06083-20220925,39,9
County,2022-09-26,06,CA,06083,Santa Barbara County,109255,337244,1394113,420554,381504,179938,173542,128475,67963,27051,12336,1776,974,06-06083-20220926,39,9
County,2022-09-27,06,CA,06083,Santa Barbara County,106865,339634,1360696,398945,361623,177342,178279,134301,69287,27015,11387,1571,946,06-06083-20220927,39,9
County,2022-09-28,06,CA,06083,Santa Barbara County,105938,340561,1438779,434499,389725,187682,181788,133262,70586,26958,11734,1617,928,06-06083-20220928,39,9
County,2022-09-29,06,CA,06083,Santa Barbara County,102569,343930,1518661,478598,410902,192220,182889,136260,73011,28951,12930,1723,1177,06-06083-20220929,39,9
County,2022-09-30,06,CA,06083,Santa Barbara County,98740,347759,1663698,556808,445844,203457,193132,143443,75450,28785,13964,1741,1074,06-06083-20220930,39,9
County,2022-10-01,06,CA,06083,Santa Barbara County,107045,339454,1336142,431030,347077,157199,159040,125583,70867,27161,15183,1870,1132,06-06083-20221001,39,10
County,2022-10-09,06,CA,06083,Santa Barbara County,106796,339703,1396460,443478,375222,179271,161400,124093,69653,25221,15231,1850,1041,06-06083-20221009,41,10
County,2022-10-10,06,CA,06083,Santa Barbara County,103662,342837,1506697,495064,407928,185227,175537,125746,72930,26858,14450,1929,1028,06-06083-20221010,41,10
County,2022-10-11,06,CA,06083,Santa Barbara County,107778,338721,1325932,405245,365928,164016,159071,121442,66952,26776,13707,1838,957,06-06083-20221011,41,10
County,2022-10-12,06,CA,06083,Santa Barbara County,107256,339243,1401676,430930,386369,178173,168820,125193,71563,25221,12785,1688,934,06-06083-20221012,41,10
County,2022-10-13,06,CA,06083,Santa Barbara County,105566,340933,1447066,467823,387977,182079,168997,127326,69326,26715,13961,1896,966,06-06083-20221013,41,10
County,2022-10-14,06,CA,06083,Santa Barbara County,102755,343744,1458197,464569,396807,182872,169722,129107,71198,25970,14896,2105,951,06-06083-20221014,41,10
County,2022-10-15,06,CA,06083,Santa Barbara County,108176,338323,1338445,416030,365123,167537,157106,119238,68414,26560,15309,2113,1015,06-06083-20221015,41,10
County,2022-10-16,06,CA,06083,Santa Barbara County,97142,349357,1177206,348392,333299,155945,130877,110192,60707,21896,13221,1919,758,06-06083-20221016,42,10
County,2022-10-17,06,CA,06083,Santa Barbara County,87162,359337,1377123,433630,379330,174015,158780,118640,72868,25512,11457,2116,775,06-06083-20221017,42,10
County,2022-10-18,06,CA,06083,Santa Barbara County,93942,352557,1293286,395759,355879,167678,151567,116961,66955,24230,11352,2019,886,06-06083-20221018,42,10
County,2022-10-19,06,CA,06083,Santa Barbara County,94066,352433,1278347,385553,349453,167390,152947,119508,64769,23905,12126,2023,673,06-06083-20221019,42,10
County,2022-10-20,06,CA,06083,Santa Barbara County,93700,352799,1315838,427978,350249,164874,148723,117873,70374,21685,11100,2037,945,06-06083-20221020,42,10
County,2022-10-21,06,CA,06083,Santa Barbara County,93360,353139,1319648,397203,364016,174751,156027,119597,68662,24585,12056,1888,863,06-06083-20221021,42,10
County,2022-10-22,06,CA,06083,Santa Barbara County,93832,352667,1258235,357221,357284,165795,152494,117977,68588,23268,12731,1889,988,06-06083-20221022,42,10
County,2022-10-23,06,CA,06083,Santa Barbara County,93073,353426,1229434,359275,341128,166627,143031,114729,65584,23910,12319,2060,771,06-06083-20221023,43,10
County,2022-10-24,06,CA,06083,Santa Barbara County,94013,352486,1250665,359730,342823,165171,153217,118957,72189,23830,12092,1965,691,06-06083-20221024,43,10
County,2022-10-25,06,CA,06083,Santa Barbara County,93675,352824,1336414,418834,364268,173193,157924,115514,68097,23613,12093,1965,913,06-06083-20221025,43,10
County,2022-10-26,06,CA,06083,Santa Barbara County,92928,353571,1342154,405350,358558,179586,161305,125822,71867,23297,13311,2030,1028,06-06083-20221026,43,10
County,2022-10-27,06,CA,06083,Santa Barbara County,94481,352018,1353541,415228,356374,179618,171597,125228,67300,23975,11264,2059,898,06-06083-20221027,43,10
County,2022-10-28,06,CA,06083,Santa Barbara County,92092,354407,1385932,435225,369549,180266,164268,125120,72795,23895,11963,2072,779,06-06083-20221028,43,10
County,2022-10-29,06,CA,06083,Santa Barbara County,93794,352705,1285978,386025,351054,172760,148912,117446,69729,25073,11915,2048,1016,06-06083-20221029,43,10
County,2022-10-30,06,CA,06083,Santa Barbara County,96260,350239,1227541,385310,334184,163077,133769,107106,64425,22757,13478,2283,1152,06-06083-20221030,44,10
County,2022-10-31,06,CA,06083,Santa Barbara County,93548,352951,1331427,407082,352699,179435,159847,115422,74738,26187,13173,1961,883,06-06083-20221031,44,10
County,2022-11-01,06,CA,06083,Santa Barbara County,95258,351241,1245377,352776,332181,169683,159977,119674,72655,23278,12386,1985,782,06-06083-20221101,44,11
County,2022-11-02,06,CA,06083,Santa Barbara County,96005,350494,1277377,377375,334710,172512,162250,123780,67889,22529,13454,1984,894,06-06083-20221102,44,11
County,2022-11-03,06,CA,06083,Santa Barbara County,95374,351125,1183671,343074,323823,160394,147928,107915,63712,20242,13521,2381,681,06-06083-20221103,44,11
County,2022-11-04,06,CA,06083,Santa Barbara County,89203,357296,1354651,406581,340833,189955,172080,129836,76413,23314,12766,2368,505,06-06083-20221104,44,11
County,2022-11-05,06,CA,06083,Santa Barbara County,91337,355162,1239351,348022,326770,185885,152929,119595,69233,21561,11988,2430,938,06-06083-20221105,44,11
County,2022-10-02,06,CA,06083,Santa Barbara County,107663,338836,1330775,412593,360679,167597,159305,118586,68811,27142,13318,1740,1004,06-06083-20221002,40,10
County,2022-10-03,06,CA,06083,Santa Barbara County,106277,340222,1455782,467020,394198,180971,176104,127545,67984,27251,12049,1673,987,06-06083-20221003,40,10
County,2022-10-04,06,CA,06083,Santa Barbara County,107110,339389,1412873,437103,382245,179626,174692,125727,70430,29416,11575,1134,925,06-06083-20221004,40,10
County,2022-10-05,06,CA,06083,Santa Barbara County,107342,339157,1391203,428538,374088,171706,172607,134191,68478,26360,12714,1539,982,06-06083-20221005,40,10
County,2022-10-06,06,CA,06083,Santa Barbara County,105753,340746,1473548,474263,391436,186864,177169,128190,73539,27220,12222,1676,969,06-06083-20221006,40,10
County,2022-10-07,06,CA,06083,Santa Barbara County,108067,338432,1400787,442367,382726,176501,167194,122128,66199,27199,13751,1798,924,06-06083-20221007,40,10
County,2022-10-08,06,CA,06083,Santa Barbara County,105721,340778,1442741,466764,393465,176265,166633,130475,67441,25804,13426,1600,868,06-06083-20221008,40,10
County,2022-11-13,06,CA,06083,Santa Barbara County,91699,354800,1342094,394294,361353,195971,155119,126224,67105,25735,13256,2208,829,06-06083-20221113,46,11
County,2022-11-14,06,CA,06083,Santa Barbara County,98533,347966,1391464,409806,383668,186154,172221,125781,69295,26258,15122,2220,939,06-06083-20221114,46,11
County,2022-11-15,06,CA,06083,Santa Barbara County,101620,344879,1234819,348998,336759,168382,150732,123009,67579,23287,13649,1887,537,06-06083-20221115,46,11
County,2022-11-16,06,CA,06083,Santa Barbara County,91302,355197,1431820,403178,387359,204129,174314,143128,78454,24941,13441,2213,663,06-06083-20221116,46,11
County,2022-11-17,06,CA,06083,Santa Barbara County,97798,348701,1402984,408294,388505,188698,171594,133072,73908,24473,11645,2210,585,06-06083-20221117,46,11
County,2022-11-18,06,CA,06083,Santa Barbara County,97704,348795,1447240,417289,383512,206431,178115,139558,78496,26521,14390,2318,610,06-06083-20221118,46,11
County,2022-11-19,06,CA,06083,Santa Barbara County,99453,347046,1402164,404009,382192,187896,169955,141638,70136,27072,16578,2117,571,06-06083-20221119,46,11
County,2022-11-06,06,CA,06083,Santa Barbara County,87258,359241,1359257,402884,369398,191025,157858,126176,69115,24193,15718,2153,737,06-06083-20221106,45,11
County,2022-11-07,06,CA,06083,Santa Barbara County,97543,348956,1406316,431709,369851,187635,180589,125354,69257,26413,12415,2140,953,06-06083-20221107,45,11
County,2022-11-08,06,CA,06083,Santa Barbara County,97966,348533,1460810,464376,378748,189866,180818,136597,71830,24313,11425,1928,909,06-06083-20221108,45,11
County,2022-11-09,06,CA,06083,Santa Barbara County,94714,351785,1430347,428995,384562,187083,178854,134200,74288,25385,13715,2471,794,06-06083-20221109,45,11
County,2022-11-10,06,CA,06083,Santa Barbara County,95545,350954,1443571,436381,376401,191010,180349,140585,75000,27905,12785,2316,839,06-06083-20221110,45,11
County,2022-11-11,06,CA,06083,Santa Barbara County,94689,351810,1488176,458455,384903,197715,184117,140540,76750,27914,14566,2268,948,06-06083-20221111,45,11
County,2022-11-12,06,CA,06083,Santa Barbara County,98643,347856,1265371,360183,337688,177793,160662,118430,67563,26724,13460,1950,918,06-06083-20221112,45,11
County,2022-11-27,06,CA,06083,Santa Barbara County,100947,345552,1290193,350312,351736,173532,159534,132069,69663,31865,18756,2023,703,06-06083-20221127,48,11
County,2022-11-28,06,CA,06083,Santa Barbara County,101195,345304,1338489,392965,363235,182502,165492,126860,63934,26229,14402,2232,638,06-06083-20221128,48,11
County,2022-11-29,06,CA,06083,Santa Barbara County,101091,345408,1473545,447011,399846,198109,184232,134799,67278,26706,12888,1945,731,06-06083-20221129,48,11
County,2022-11-30,06,CA,06083,Santa Barbara County,98738,347761,1309437,379736,357683,173984,169790,123916,63562,25317,12483,2295,671,06-06083-20221130,48,11
County,2022-12-01,06,CA,06083,Santa Barbara County,89157,357342,1438240,411245,391715,193944,174162,149929,75262,25420,13411,2487,665,06-06083-20221201,48,12
County,2022-12-02,06,CA,06083,Santa Barbara County,97167,349332,1476894,442704,391607,199085,184398,141693,72438,28107,13905,2213,744,06-06083-20221202,48,12
County,2022-12-03,06,CA,06083,Santa Barbara County,99092,347407,1365781,373102,368536,191911,168720,142047,73649,29289,15481,2346,700,06-06083-20221203,48,12
County,2022-12-04,06,CA,06083,Santa Barbara County,102523,343976,1293809,369553,360782,182434,144726,125518,66315,26763,14654,2056,1008,06-06083-20221204,49,12
County,2022-12-05,06,CA,06083,Santa Barbara County,100022,346477,1173501,299931,335045,163038,154403,119100,64125,22785,11990,2201,883,06-06083-20221205,49,12
County,2022-12-06,06,CA,06083,Santa Barbara County,89404,357095,1350999,361633,369380,189664,171402,149403,76141,19817,10879,2120,560,06-06083-20221206,49,12
County,2022-12-07,06,CA,06083,Santa Barbara County,100046,346453,1367267,403159,375696,178751,169476,128658,69612,25256,13364,2529,766,06-06083-20221207,49,12
County,2022-12-08,06,CA,06083,Santa Barbara County,99777,346722,1347102,373504,364412,178992,175115,139881,70613,27585,13786,2446,768,06-06083-20221208,49,12
County,2022-12-09,06,CA,06083,Santa Barbara County,99623,346876,1223232,326368,334157,168207,160448,124993,67381,24360,13520,2860,938,06-06083-20221209,49,12
County,2022-12-10,06,CA,06083,Santa Barbara County,91448,355051,1343013,348665,377391,190940,160131,147372,76895,26229,12143,2464,783,06-06083-20221210,49,12
County,2022-12-11,06,CA,06083,Santa Barbara County,102676,343823,1300846,366982,350493,166093,158027,135320,68904,33071,18656,2155,1145,06-06083-20221211,50,12
County,2022-12-12,06,CA,06083,Santa Barbara County,99101,347398,1587898,501956,430739,204155,195421,142703,71821,25975,11427,2616,1085,06-06083-20221212,50,12
County,2022-12-13,06,CA,06083,Santa Barbara County,98876,347623,1237144,336878,330862,169921,154367,136585,72935,21836,10936,2099,725,06-06083-20221213,50,12
County,2022-12-14,06,CA,06083,Santa Barbara County,100212,346287,1488541,451077,403600,198451,180637,140925,72575,26424,11526,2397,929,06-06083-20221214,50,12
County,2022-12-15,06,CA,06083,Santa Barbara County,98122,348377,1546219,478359,408334,208876,190404,149139,71066,23835,12650,2621,935,06-06083-20221215,50,12
County,2022-12-16,06,CA,06083,Santa Barbara County,98039,348460,1609852,509856,426246,207320,198042,146322,77206,26221,14939,2682,1018,06-06083-20221216,50,12
County,2022-12-17,06,CA,06083,Santa Barbara County,100409,346090,1502522,458835,391831,188480,178368,147855,86088,31741,16256,2164,904,06-06083-20221217,50,12
County,2022-12-18,06,CA,06083,Santa Barbara County,101194,345305,1423065,417744,370677,180631,173099,149578,79055,33250,15944,2228,859,06-06083-20221218,51,12
County,2022-12-19,06,CA,06083,Santa Barbara County,99037,347462,1592080,496279,426674,205886,191005,150560,78995,26825,12823,2186,847,06-06083-20221219,51,12
County,2022-12-20,06,CA,06083,Santa Barbara County,97473,349026,1591302,484691,426286,213590,191584,154493,79245,25836,12621,2112,844,06-06083-20221220,51,12
County,2022-12-21,06,CA,06083,Santa Barbara County,99350,347149,1642598,508141,439913,209827,195233,158966,85200,29921,12798,1859,740,06-06083-20221221,51,12
County,2022-12-22,06,CA,06083,Santa Barbara County,98643,347856,1626663,505102,427080,208216,204725,158224,79878,28560,12088,1965,825,06-06083-20221222,51,12
County,2022-12-23,06,CA,06083,Santa Barbara County,100061,346438,1606440,496351,431467,215597,190437,150562,76883,29066,13051,2122,904,06-06083-20221223,51,12
County,2022-12-24,06,CA,06083,Santa Barbara County,103987,342512,1486905,445419,385402,192987,180296,151284,82120,30573,16259,1831,734,06-06083-20221224,51,12
County,2022-12-25,06,CA,06083,Santa Barbara County,103697,342802,1451434,430340,388647,193799,166432,139484,79167,33637,17393,1814,721,06-06083-20221225,52,12
County,2022-12-26,06,CA,06083,Santa Barbara County,102789,343710,1551445,485234,417721,203521,190207,137724,71837,29969,12324,2094,814,06-06083-20221226,52,12
County,2022-12-27,06,CA,06083,Santa Barbara County,102289,344210,1535755,471518,418655,200793,186801,141476,76933,26466,10429,1889,795,06-06083-20221227,52,12
County,2022-12-28,06,CA,06083,Santa Barbara County,101893,344606,1394200,401310,378608,189619,166250,137562,80470,24488,12811,2238,844,06-06083-20221228,52,12
County,2022-12-29,06,CA,06083,Santa Barbara County,101432,345067,1503281,479037,401048,194139,175392,135060,72975,28408,14106,2152,964,06-06083-20221229,52,12
County,2022-12-30,06,CA,06083,Santa Barbara County,102726,343773,1519457,479593,412010,194398,173430,137173,75015,30769,14011,2050,1008,06-06083-20221230,52,12
County,2022-12-31,06,CA,06083,Santa Barbara County,107063,339436,1406937,420365,367680,189683,170602,141639,72701,26855,14598,1920,894,06-06083-20221231,52,12
County,2022-11-20,06,CA,06083,Santa Barbara County,97671,348828,1351318,397849,366036,184180,162432,128554,70979,25715,13067,1921,585,06-06083-20221120,47,11
County,2022-11-21,06,CA,06083,Santa Barbara County,95434,351065,1431309,409049,388529,195402,180951,138087,74775,28369,13663,2030,454,06-06083-20221121,47,11
County,2022-11-22,06,CA,06083,Santa Barbara County,94251,352248,1430661,415788,384025,194673,177811,135325,77091,28253,14904,2124,667,06-06083-20221122,47,11
County,2022-11-23,06,CA,06083,Santa Barbara County,93493,353006,1329489,371741,371339,177781,163010,124911,74253,28120,15391,2308,635,06-06083-20221123,47,11
County,2022-11-24,06,CA,06083,Santa Barbara County,99389,347110,1194916,328729,326222,161199,144202,120854,69667,27402,14232,1944,465,06-06083-20221124,47,11
County,2022-11-25,06,CA,06083,Santa Barbara County,97661,348838,1347754,373061,379975,183435,164682,136626,68079,26233,13313,1923,427,06-06083-20221125,47,11
County,2022-11-26,06,CA,06083,Santa Barbara County,96917,349582,1354347,367938,363123,190293,180830,135516,68349,29961,15617,1971,749,06-06083-20221126,47,11
County,2023-01-08,06,CA,06083,Santa Barbara County,108001,338498,1106889,306708,295342,145993,127408,116953,68733,27928,14906,1978,940,06-06083-20230108,2,1
County,2023-01-09,06,CA,06083,Santa Barbara County,86514,359985,1548569,465606,439705,213096,178478,137822,78591,22924,9504,1888,955,06-06083-20230109,2,1
County,2023-01-10,06,CA,06083,Santa Barbara County,103870,342629,1447630,458376,384717,185292,175719,134952,69087,25846,10742,1802,1097,06-06083-20230110,2,1
County,2023-01-11,06,CA,06083,Santa Barbara County,102099,344400,1460544,461481,395054,188664,169465,132986,71380,26514,11995,1943,1062,06-06083-20230111,2,1
County,2023-01-12,06,CA,06083,Santa Barbara County,105988,340511,1523297,514891,390887,185215,178031,137447,71727,29829,12441,1671,1158,06-06083-20230112,2,1
County,2023-01-13,06,CA,06083,Santa Barbara County,103891,342608,1597240,520721,416496,199386,190550,144467,74219,33548,15015,1625,1213,06-06083-20230113,2,1
County,2023-01-14,06,CA,06083,Santa Barbara County,104716,341783,1501954,484255,382027,183665,176155,145704,77016,32780,17295,1768,1289,06-06083-20230114,2,1
County,2023-01-15,06,CA,06083,Santa Barbara County,109092,337407,1116873,326436,291083,139123,131246,117452,67887,26360,14561,1498,1227,06-06083-20230115,3,1
County,2023-01-16,06,CA,06083,Santa Barbara County,97983,348516,1332815,399175,372457,174681,157525,128271,67223,20440,10257,1607,1179,06-06083-20230116,3,1
County,2023-01-17,06,CA,06083,Santa Barbara County,104267,342232,1497411,488835,404458,183466,176629,131589,70790,26380,12533,1489,1242,06-06083-20230117,3,1
County,2023-01-18,06,CA,06083,Santa Barbara County,104406,342093,1505144,490255,392274,183660,183561,139168,73806,27589,12021,1579,1231,06-06083-20230118,3,1
County,2023-01-19,06,CA,06083,Santa Barbara County,104332,342167,1548710,495989,419262,194306,183902,138571,72548,28882,12471,1656,1123,06-06083-20230119,3,1
County,2023-01-20,06,CA,06083,Santa Barbara County,101821,344678,1609712,529218,432347,192584,183948,143564,77139,31978,15738,1786,1410,06-06083-20230120,3,1
County,2023-01-21,06,CA,06083,Santa Barbara County,105164,341335,1493727,472132,389572,185112,177192,135867,78950,35270,16486,1759,1387,06-06083-20230121,3,1
County,2023-01-01,06,CA,06083,Santa Barbara County,103917,342582,1320611,380681,351565,173502,159587,130845,72618,30961,17794,1938,1120,06-06083-20230101,1,1
County,2023-01-02,06,CA,06083,Santa Barbara County,103850,342649,1464816,463741,391343,190486,169279,134470,73599,26397,12557,1937,1007,06-06083-20230102,1,1
County,2023-01-03,06,CA,06083,Santa Barbara County,102223,344276,1473834,449625,401845,198619,177716,136698,69919,24564,11944,1821,1083,06-06083-20230103,1,1
County,2023-01-04,06,CA,06083,Santa Barbara County,100904,345595,1466128,454280,391989,192474,174465,137996,72107,26499,13027,2197,1094,06-06083-20230104,1,1
County,2023-01-05,06,CA,06083,Santa Barbara County,102643,343856,1495104,470840,401995,191847,178828,137818,71071,26836,12795,1761,1313,06-06083-20230105,1,1
County,2023-01-06,06,CA,06083,Santa Barbara County,103817,342682,1300873,393243,347043,170064,154334,127840,65374,28086,11866,1900,1123,06-06083-20230106,1,1
County,2023-01-07,06,CA,06083,Santa Barbara County,95404,351095,1494043,434192,408190,204239,178302,147665,77800,27388,13312,1965,990,06-06083-20230107,1,1
County,2023-01-29,06,CA,06083,Santa Barbara County,96332,350167,1529742,493987,394922,193730,172132,146002,81850,29404,14883,1587,1245,06-06083-20230129,5,1
County,2023-01-30,06,CA,06083,Santa Barbara County,103555,342944,1575462,528777,416217,196663,182865,136447,71601,26346,13607,1551,1388,06-06083-20230130,5,1
County,2023-01-31,06,CA,06083,Santa Barbara County,109432,337067,1622521,558084,439328,190443,179787,139064,72326,26333,14247,1557,1352,06-06083-20230131,5,1
County,2023-02-01,06,CA,06083,Santa Barbara County,106425,340074,1574956,523705,427069,187605,181953,136551,71118,29521,14449,1495,1490,06-06083-20230201,5,2
County,2023-02-02,06,CA,06083,Santa Barbara County,106394,340105,1545093,502222,394957,188004,180531,147052,79920,32931,15897,1780,1799,06-06083-20230202,5,2
County,2023-02-03,06,CA,06083,Santa Barbara County,104690,341809,1584000,510379,409025,203232,191193,145030,74981,29021,17438,2003,1698,06-06083-20230203,5,2
County,2023-02-04,06,CA,06083,Santa Barbara County,106611,339888,1524792,494770,401180,182847,167640,145265,80023,32628,17261,1718,1460,06-06083-20230204,5,2
County,2023-02-05,06,CA,06083,Santa Barbara County,103628,342871,1518512,498638,400825,177313,168831,138695,75336,35687,20415,1553,1219,06-06083-20230205,6,2
County,2023-02-06,06,CA,06083,Santa Barbara County,99547,346952,1669635,555945,448695,199303,191803,145937,80155,30908,13968,1606,1315,06-06083-20230206,6,2
County,2023-02-07,06,CA,06083,Santa Barbara County,101194,345305,1500180,489694,393657,182465,185700,136958,67594,28933,12712,1346,1121,06-06083-20230207,6,2
County,2023-02-08,06,CA,06083,Santa Barbara County,91782,354717,1407179,461989,349968,168531,156819,148801,76218,27499,13897,1814,1643,06-06083-20230208,6,2
County,2023-02-09,06,CA,06083,Santa Barbara County,98154,348345,1402864,449620,351642,176995,146873,144161,80536,33037,16159,2246,1595,06-06083-20230209,6,2
County,2023-02-10,06,CA,06083,Santa Barbara County,94843,351656,1671458,568798,432009,201272,190355,152257,81467,29151,13107,1600,1442,06-06083-20230210,6,2
County,2023-02-11,06,CA,06083,Santa Barbara County,111633,334866,1618012,546889,410160,186865,183512,150665,79416,38037,19609,1463,1396,06-06083-20230211,6,2
County,2023-01-22,06,CA,06083,Santa Barbara County,102968,343531,1430656,442278,374894,185746,175199,129119,73967,29035,17441,1770,1207,06-06083-20230122,4,1
County,2023-01-23,06,CA,06083,Santa Barbara County,107522,338977,1612431,543854,430615,185921,189790,145681,73112,28533,12300,1415,1210,06-06083-20230123,4,1
County,2023-01-24,06,CA,06083,Santa Barbara County,101947,344552,1637036,551693,433373,196120,188827,141906,79822,28680,13531,1674,1410,06-06083-20230124,4,1
County,2023-01-25,06,CA,06083,Santa Barbara County,105217,341282,1320720,408331,342674,163084,164953,127886,69513,29036,12426,1662,1155,06-06083-20230125,4,1
County,2023-01-26,06,CA,06083,Santa Barbara County,90025,356474,1491827,456462,412924,186024,169068,150604,76121,25074,12576,1865,1109,06-06083-20230126,4,1
County,2023-01-27,06,CA,06083,Santa Barbara County,106506,339993,1291148,396213,343765,161853,156836,121331,65208,29333,13788,1555,1266,06-06083-20230127,4,1
County,2023-01-28,06,CA,06083,Santa Barbara County,93130,353369,1283670,373812,341977,167300,158679,136179,63747,22919,15661,2305,1091,06-06083-20230128,4,1
County,2023-02-19,06,CA,06083,Santa Barbara County,106386,340113,1359545,433894,363913,161555,152517,128581,67991,30346,17013,2227,1508,06-06083-20230219,8,2
County,2023-02-20,06,CA,06083,Santa Barbara County,112364,334135,1521966,495495,404987,180747,174262,144752,75331,30694,12751,1597,1350,06-06083-20230220,8,2
County,2023-02-21,06,CA,06083,Santa Barbara County,98230,348269,1714206,584001,453566,202994,189835,153626,80730,32392,13577,2180,1305,06-06083-20230221,8,2
County,2023-02-22,06,CA,06083,Santa Barbara County,103253,343246,1880594,656198,503237,213377,213418,162474,81289,33076,14049,2000,1476,06-06083-20230222,8,2
County,2023-02-23,06,CA,06083,Santa Barbara County,104332,342167,1924055,660021,514268,226889,221362,164095,86246,33806,13632,2094,1642,06-06083-20230223,8,2
